date,away_team,away_score,home_team,home_score,overtime
2024-11-16,Hardin-Simmons,0,McDaniel,1,
2024-11-16,Sewanee,0,Ohio Northern,2,
2024-11-16,Johns Hopkins,2,S Maine,0,
2024-11-16,PSU-Behrend,0,Ithaca,1,
2024-11-16,Claremont M.S.,0,Colby,1,
2024-11-16,Skidmore,3,Case Western,4,
2024-11-16,Pomona-Pitzer,1,UC Santa Cruz,0,
2024-11-16,Loras,3,St Catherine,0,
2024-11-16,Maryville TN,0,Pac Lutheran,1,
2024-11-16,SUNY New Paltz,0,Amherst,2,
2024-11-16,Brockport St,1,Wesleyan CT,4,
2024-11-16,St Mary's MD,0,Vassar,1,
2024-11-16,WI Superior,0,Carleton MN,1,
2024-11-16,Cal Lutheran,0,Trinity TX,1,
2024-11-16,Washington StL,2,DePauw,0,
2024-11-16,WI LaCrosse,1,Simpson IA,2,
2024-11-16,Carlow,0,Florida National,9,
2024-11-16,FDU Madison,1,Pitt-Greensburg,2,
2024-11-16,Juniata,1,NJ City,2,
2024-11-16,Messiah,6,Gordon,1,
2024-11-16,Calvin,1,Chicago,3,
2024-11-16,ME Ft Kent,3,North American,0,
2024-11-16,Cin Clermont,1,J&W NC,0,
2024-11-17,Ithaca,1,Misericordia,3,
2024-11-17,Carleton MN,0,Loras,1,
2024-11-17,MIT,0,Colby,2,
2024-11-17,Case Western,0,Messiah,1,
2024-11-17,McDaniel,0,NYU,2,
2024-11-17,Ohio Northern,0,Washington & Lee,2,
2024-11-17,Pomona-Pitzer,1,Trinity TX,2,
2024-11-17,Rochester NY,2,Amherst,3,
2024-11-17,Wesleyan CT,0,Scranton,2,
2024-11-17,Simpson IA,1,Washington StL,5,
2024-11-17,Tufts,1,Hobart & Smith,2,
2024-11-17,Chris Newport,4,Vassar,0,
2024-11-17,Pac Lutheran,0,Emory,1,
2024-11-17,Carnegie Mellon,2,IL Tech,3,
2024-11-17,Bry & Strat-Syracuse,1,ME Ft Kent,1,O2
2024-11-17,College of NJ,0,Johns Hopkins,5,
2024-11-19,Camp U-Harrodsburg,0,Bob Jones,11,
2024-11-21,Asbury,1,Ohio Chr,0,O3
2024-11-23,Hartford,5,NJ City,0,
2024-11-23,Pitt-Greensburg,0,Springfield,4,
2024-11-23,Emory,2,Loras,1,
2024-11-23,Scranton,0,Trinity TX,1,
2024-11-23,Washington & Lee,0,Hobart & Smith,2,
2024-11-23,Washington StL,1,Colby,0,
2024-11-23,NYU,1,Johns Hopkins,2,
2024-11-23,Chris Newport,1,Misericordia,0,
2024-11-23,Messiah,2,Chicago,3,
2024-11-23,IL Tech,0,Amherst,3,
2024-11-24,Hartford,6,Springfield,0,
2024-11-24,Chris Newport,3,Johns Hopkins,2,
2024-11-24,Chicago,0,Washington StL,1,
2024-11-24,Trinity TX,0,Hobart & Smith,1,
2024-11-24,Amherst,0,Emory,1,
2024-12-02,Asbury,0,Judson IL,2,
2024-12-03,Asbury,0,Bethel IN,1,
2024-12-06,Emory,0,Hobart & Smith,2,
2024-12-06,Chris Newport,0,Washington StL,3,
2024-12-08,Hobart & Smith,0,Washington StL,3,
